Observation id	Observation date	Description	Media file	Total length	FPS	pre	post	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	chemoinvestigation	investigation		STATE	45.212	45.214	0.002		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			left	licking and grooming	investigation		STATE	45.342	50.595	5.253		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	licking and grooming	investigation		STATE	45.466	45.969	0.503		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	chemoinvestigation	investigation		STATE	45.708	46.958	1.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	rearing	stress behaviour		STATE	45.727	46.977	1.250		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	rearing	stress behaviour		STATE	45.970	46.970	1.000		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	chemoinvestigation	investigation		STATE	46.460	58.470	12.010		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			left	chemoinvestigation	investigation		STATE	46.964	54.336	7.372		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	rearing	stress behaviour		STATE	46.969	48.469	1.500		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	pup introduction			POINT	47.472	47.472	NA		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	chemoinvestigation	investigation		STATE	47.727	49.479	1.752		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	chemoinvestigation	investigation		STATE	47.962	51.712	3.750		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	chemoinvestigation	investigation		STATE	48.579	52.461	3.882		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	chemoinvestigation	investigation		STATE	49.092	50.595	1.503		
BRAC5215.1c(R),BRAC5215.1d(L),test	2021-03-13 22:41:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5215.1c(R)BRAC215.1d(L)_food_deprivation_test_first bottom_right 03_12_2020 18_52_25 4.mp4	963.700	29.98			right	chemoinvestigation	investigation		STATE	50.456	53.958	3.502		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	rearing	stress behaviour		STATE	50.595	52.095	1.500		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			left	licking and grooming	investigation		STATE	50.596	52.595	1.999		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			right	rearing	stress behaviour		STATE	50.721	51.473	0.752		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	chemoinvestigation	investigation		STATE	51.969	54.473	2.504		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	52.467	55.217	2.750		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			left	chemoinvestigation	investigation		STATE	52.596	54.096	1.500		
BRAC5215.1c(R),BRAC5215.1d(L),test	2021-03-13 22:41:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5215.1c(R)BRAC215.1d(L)_food_deprivation_test_first bottom_right 03_12_2020 18_52_25 4.mp4	963.700	29.98			right	licking and grooming	investigation		STATE	53.958	59.961	6.003		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	chemoinvestigation	investigation		STATE	53.963	54.464	0.501		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			left	licking and grooming	investigation		STATE	54.096	62.600	8.504		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	licking and grooming	investigation		STATE	54.346	60.596	6.250		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	rearing	stress behaviour		STATE	54.465	55.465	1.000		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	pup introduction			POINT	54.717	54.717	NA		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	pup introduction			POINT	54.967	54.967	NA		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	tail rattling	aggressive behaviour		STATE	54.972	56.472	1.500		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	chemoinvestigation	investigation		STATE	54.972	56.974	2.002		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	in empty nest			STATE	55.229	57.730	2.501		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			right	chemoinvestigation	investigation		STATE	55.722	59.722	4.000		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			left	rearing	stress behaviour		STATE	55.723	56.724	1.001		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	chemoinvestigation	investigation		STATE	55.958	73.958	18.000		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	chemoinvestigation	investigation		STATE	55.963	57.963	2.000		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			right	chemoinvestigation	investigation		STATE	56.207	59.457	3.250		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			left	licking and grooming	investigation		STATE	56.725	63.476	6.751		
BRAC4939.7c(R),BRAC4939.7e(L),test	2021-03-14 13:27:47		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7c(R)BRAC4939.7e(L)_food_deprivation_test_pups_top_left 18_12_2020 17_56_55 1.mp4	935.244	29.99			left	chemoinvestigation	investigation		STATE	56.970	65.476	8.506		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			left	rearing	stress behaviour		STATE	56.974	60.473	3.499		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	licking and grooming	investigation		STATE	56.974	62.973	5.999		
BRAC4939.7d(R),BRAC5077.5a(L),test	2021-03-14 13:28:20		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_test_pups top_right 18_12_2020 17_56_55 2.mp4	935.830	29.98			right	in empty nest			STATE	57.957	59.957	2.000		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	chemoinvestigation	investigation		STATE	58.218	77.468	19.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	chemoinvestigation	investigation		STATE	58.229	59.231	1.002		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	licking and grooming	investigation		STATE	58.471	62.726	4.255		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	rearing	stress behaviour		STATE	58.474	60.473	1.999		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	tail rattling	aggressive behaviour		STATE	58.725	58.975	0.250		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	chemoinvestigation	investigation		STATE	58.962	61.972	3.010		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	chemoinvestigation	investigation		STATE	59.449	66.450	7.001		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	rearing	stress behaviour		STATE	59.716	61.466	1.750		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	in empty nest			STATE	59.972	62.471	2.499		
BRAC4939.7d(R),BRAC5077.5a(L),test	2021-03-14 13:28:20		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_test_pups top_right 18_12_2020 17_56_55 2.mp4	935.830	29.98			right	chemoinvestigation	investigation		STATE	60.457	64.457	4.000		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			right	chemoinvestigation	investigation		STATE	60.458	60.971	0.513		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	in empty nest			STATE	60.471	61.721	1.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	in empty nest			STATE	60.732	62.482	1.750		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			right	rearing	stress behaviour		STATE	60.975	62.475	1.500		
BRAC5215.1c(R),BRAC5215.1d(L),test	2021-03-13 22:41:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5215.1c(R)BRAC215.1d(L)_food_deprivation_test_first bottom_right 03_12_2020 18_52_25 4.mp4	963.700	29.98			right	chemoinvestigation	investigation		STATE	61.211	63.215	2.004		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	chemoinvestigation	investigation		STATE	61.226	64.974	3.748		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	tail rattling	aggressive behaviour		STATE	61.549	62.726	1.177		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			left	chemoinvestigation	investigation		STATE	61.721	64.472	2.751		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	chemoinvestigation	investigation		STATE	61.722	62.479	0.757		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	licking and grooming	investigation		STATE	61.972	70.215	8.243		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			left	chemoinvestigation	investigation		STATE	61.974	65.727	3.753		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	rearing	stress behaviour		STATE	62.726	63.477	0.751		
BRAC4939.7d(R),BRAC5077.5a(L),test	2021-03-14 13:28:20		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_test_pups top_right 18_12_2020 17_56_55 2.mp4	935.830	29.98			left	chemoinvestigation	investigation		STATE	62.968	64.468	1.500		
BRAC5215.1c(R),BRAC5215.1d(L),test	2021-03-13 22:41:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5215.1c(R)BRAC215.1d(L)_food_deprivation_test_first bottom_right 03_12_2020 18_52_25 4.mp4	963.700	29.98			right	retrieval	parental behaviour		STATE	63.215	64.714	1.499		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	chemoinvestigation	investigation		STATE	63.218	80.478	17.260		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	chemoinvestigation	investigation		STATE	63.471	80.229	16.758		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	chemoinvestigation	investigation		STATE	63.478	64.228	0.750		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			right	chemoinvestigation	investigation		STATE	63.720	72.470	8.750		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	chemoinvestigation	investigation		STATE	63.730	64.234	0.504		
BRAC4939.7d(R),BRAC5077.5a(L),test	2021-03-14 13:28:20		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_test_pups top_right 18_12_2020 17_56_55 2.mp4	935.830	29.98			right	licking and grooming	investigation		STATE	64.457	72.457	8.000		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	rearing	stress behaviour		STATE	64.735	67.235	2.500		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	licking and grooming	investigation		STATE	64.974	66.729	1.755		
